user_id,state,district,category_selected,scheme_shown,applied,approved,income_band,age_group,timestamp
USR001171,Mizoram,Saiha,Health & Public Health,Mission Indradhanush,Yes,Yes,Middle,60+,2025-03-28 13:24:47
USR001172,Odisha,Bhubaneswar,SC/ST/OBC Welfare,Top Class Education SC,Yes,Yes,Low,60+,2025-12-11 10:18:30
USR001173,Manipur,Ukhrul,SC/ST/OBC Welfare,NSFDC Loan Schemes,Yes,Yes,Low,41-60,2025-04-11 23:10:12
USR001174,Andhra Pradesh,Kadapa,Health & Public Health,Pradhan Mantri Jan Aushadhi Yojana,Yes,Yes,Low,41-60,2025-10-05 16:54:40
USR001175,Punjab,Ferozepur,SC/ST/OBC Welfare,PM DAKSH Scheme,Yes,No,Middle,41-60,2025-06-18 19:24:36
USR001176,Uttarakhand,Dehradun,Disability Support (Divyang Schemes),National Trust Niramaya,No,No,Low,41-60,2026-02-04 17:30:59
USR001177,Nagaland,Peren,Senior Citizen Welfare,Varishtha Pension Bima Yojana,No,No,Middle,18-25,2025-08-23 12:49:27
USR001178,Karnataka,Mangalore,Senior Citizen Welfare,Integrated Programme for Older Persons,Yes,No,Middle,41-60,2026-02-05 07:02:41
USR001179,Uttar Pradesh,Kanpur,Agriculture & Allied Activities,e-NAM,Yes,Yes,Low,41-60,2025-10-04 11:51:50
USR001180,Gujarat,Surat,Education & Scholarships,Top Class Education Scheme,Yes,No,High,18-25,2025-10-10 10:14:43
USR001181,Andhra Pradesh,Nellore,Senior Citizen Welfare,Rashtriya Vayoshri Yojana,Yes,Yes,Middle,26-40,2026-02-24 18:07:19
USR001182,Maharashtra,Nashik,Education & Scholarships,SHREYAS Scheme,Yes,No,High,18-25,2025-08-10 14:42:10
USR001183,Meghalaya,Cima,Disability Support (Divyang Schemes),ADIP Scheme,Yes,Yes,High,60+,2025-12-23 06:37:55
USR001184,West Bengal,Jalpaiguri,Agriculture & Allied Activities,Agriculture Infrastructure Fund,Yes,Yes,High,18-25,2025-06-17 20:37:43
USR001185,Uttar Pradesh,Agra,Health & Public Health,Rashtriya Swasthya Bima Yojana,No,No,Middle,41-60,2025-12-09 19:00:48
USR001186,Uttarakhand,Nainital,Agriculture & Allied Activities,e-NAM,Yes,Yes,Low,26-40,2025-12-12 21:31:58
USR001187,Manipur,Imphal East,Agriculture & Allied Activities,PM Kisan Maan Dhan Yojana,Yes,No,Middle,60+,2025-11-30 08:21:01
USR001188,Assam,Barpeta,Women Empowerment & Child Welfare,Pradhan Mantri Matru Vandana Yojana,No,No,Low,26-40,2025-09-19 17:50:51
USR001189,Uttarakhand,Nainital,Health & Public Health,Rashtriya Swasthya Bima Yojana,Yes,No,High,26-40,2025-08-26 12:13:40
USR001190,Uttarakhand,Dehradun,Disability Support (Divyang Schemes),Unique Disability ID UDID,Yes,Yes,Low,60+,2026-02-25 17:57:08
USR001191,Karnataka,Tumkur,Education & Scholarships,National Means Cum Merit Scholarship,No,No,Low,41-60,2025-03-16 00:51:44
USR001192,Madhya Pradesh,Gwalior,Health & Public Health,National Health Mission,Yes,Yes,Low,26-40,2025-12-29 17:40:30
USR001193,Bihar,West Champaran,Education & Scholarships,National Means Cum Merit Scholarship,Yes,Yes,High,18-25,2025-03-11 15:13:16
USR001194,Uttar Pradesh,Meerut,Education & Scholarships,SHREYAS Scheme,Yes,Yes,Middle,41-60,2025-09-25 16:54:30
USR001195,Chhattisgarh,Janjgir-Champa,Senior Citizen Welfare,Atal Pension Yojana,Yes,Yes,Middle,18-25,2025-08-06 10:52:04
USR001196,Maharashtra,Kolhapur,SC/ST/OBC Welfare,Pre Matric Scholarship SC,Yes,No,High,41-60,2025-04-22 21:08:18
USR001197,Kerala,Kottayam,Senior Citizen Welfare,Senior Citizen Savings Scheme,Yes,Yes,High,26-40,2025-05-28 21:17:09
USR001198,Telangana,Warangal,SC/ST/OBC Welfare,NSFDC Loan Schemes,Yes,No,Low,18-25,2026-02-13 06:55:41
USR001199,Tamil Nadu,Madurai,Women Empowerment & Child Welfare,One Stop Centre Scheme,No,No,Low,26-40,2025-08-13 01:42:45
USR001200,Rajasthan,Ajmer,SC/ST/OBC Welfare,NSFDC Loan Schemes,Yes,No,Low,26-40,2025-03-29 02:03:28
USR001201,Uttarakhand,Pithoragarh,Education & Scholarships,National Overseas Scholarship,No,No,Low,18-25,2025-12-04 11:22:42
USR001202,Tripura,Khowai,Agriculture & Allied Activities,PM Kisan Maan Dhan Yojana,Yes,No,Middle,18-25,2025-10-16 06:09:17
USR001203,Madhya Pradesh,Jabalpur,Agriculture & Allied Activities,Kisan Credit Card,No,No,Low,18-25,2025-03-03 08:39:52
USR001204,Punjab,Ferozepur,Disability Support (Divyang Schemes),Accessible India Campaign,Yes,Yes,Middle,26-40,2025-03-11 07:05:42
USR001205,Tripura,South Tripura,Education & Scholarships,National Means Cum Merit Scholarship,Yes,No,Low,26-40,2025-06-01 10:17:03
USR001206,Telangana,Nalgonda,Women Empowerment & Child Welfare,POSHAN Abhiyaan,Yes,Yes,High,18-25,2025-05-31 12:50:57
USR001207,Sikkim,South Sikkim,Disability Support (Divyang Schemes),Accessible India Campaign,Yes,Yes,High,60+,2025-08-30 20:57:20
USR001208,Maharashtra,Pune,Agriculture & Allied Activities,e-NAM,No,No,Middle,26-40,2025-09-21 06:21:09
USR001209,Assam,Barpeta,Health & Public Health,Janani Suraksha Yojana,No,No,Low,18-25,2026-01-21 01:51:34
USR001210,Uttar Pradesh,Meerut,Health & Public Health,National Health Mission,No,No,Low,18-25,2025-04-19 17:15:14
USR001211,Maharashtra,Aurangabad,Senior Citizen Welfare,Rashtriya Vayoshri Yojana,No,No,Middle,41-60,2025-11-11 22:29:09
USR001212,Maharashtra,Kolhapur,Health & Public Health,TB Elimination Programme,No,No,Middle,41-60,2025-07-17 03:32:57
USR001213,Telangana,Rangareddy,SC/ST/OBC Welfare,Pre Matric Scholarship SC,Yes,Yes,Middle,18-25,2026-02-26 07:48:38
USR001214,Gujarat,Junagadh,Disability Support (Divyang Schemes),Gharaunda Scheme,Yes,Yes,Low,26-40,2025-05-08 19:13:06
USR001215,Meghalaya,East Khasi Hills,Education & Scholarships,National Overseas Scholarship,Yes,No,Low,18-25,2025-12-09 18:45:06
USR001216,Sikkim,East Sikkim,Women Empowerment & Child Welfare,One Stop Centre Scheme,Yes,Yes,Low,26-40,2025-04-18 12:59:48
USR001217,Uttar Pradesh,Lucknow,Senior Citizen Welfare,Rashtriya Vayoshri Yojana,No,No,Low,26-40,2025-04-10 10:15:27
USR001218,Jharkhand,Godda,Senior Citizen Welfare,Integrated Programme for Older Persons,Yes,Yes,High,41-60,2026-02-03 00:06:22
USR001219,Mizoram,Aizawl,Women Empowerment & Child Welfare,Mahila Shakti Kendra,No,No,Low,18-25,2025-10-26 09:31:06
USR001220,Telangana,Warangal,SC/ST/OBC Welfare,National Fellowship OBC,No,No,Middle,26-40,2025-03-23 15:05:17
USR001221,Madhya Pradesh,Jabalpur,Education & Scholarships,Mid Day Meal Scheme,Yes,Yes,Middle,41-60,2025-03-30 11:02:55
USR001222,Meghalaya,Cima,Women Empowerment & Child Welfare,Working Women Hostel Scheme,Yes,No,Low,60+,2025-07-31 13:35:41
USR001223,Haryana,Rohtak,Senior Citizen Welfare,Atal Pension Yojana,No,No,Low,41-60,2025-05-13 00:51:10
USR001224,Manipur,Imphal West,Education & Scholarships,National Means Cum Merit Scholarship,Yes,Yes,Low,41-60,2025-12-15 21:02:37
USR001225,Odisha,Bargarh,Women Empowerment & Child Welfare,POSHAN Abhiyaan,Yes,Yes,Low,26-40,2025-10-02 15:07:30
USR001226,Tamil Nadu,Chennai,Agriculture & Allied Activities,Agriculture Infrastructure Fund,Yes,Yes,High,18-25,2025-12-08 12:02:34
USR001227,Assam,Cachar,Education & Scholarships,PM Research Fellowship,No,No,Low,18-25,2025-08-12 02:45:34
USR001228,Sikkim,East Sikkim,Women Empowerment & Child Welfare,Mahila Samman Savings Certificate,Yes,No,Low,60+,2025-10-24 06:23:03
USR001229,Mizoram,Saiha,Disability Support (Divyang Schemes),Vidyasagar Scheme,No,No,Low,60+,2025-08-10 11:58:25
USR001230,Himachal Pradesh,Kinnaur,Agriculture & Allied Activities,Agriculture Infrastructure Fund,Yes,Yes,Low,60+,2025-06-30 13:17:37
USR001231,Nagaland,Tuensang,Women Empowerment & Child Welfare,Ujjawala Scheme,Yes,Yes,Low,41-60,2025-10-08 04:40:35
USR001232,Jharkhand,Dhanbad,Health & Public Health,Mission Indradhanush,Yes,Yes,Low,18-25,2025-11-15 00:59:36
USR001233,Jharkhand,Dumka,Disability Support (Divyang Schemes),ADIP Scheme,No,No,Low,18-25,2026-01-15 21:42:24
USR001234,Odisha,Bargarh,Agriculture & Allied Activities,Paramparagat Krishi Vikas Yojana,Yes,No,Low,41-60,2025-12-29 11:37:11
USR001235,West Bengal,Jalpaiguri,Senior Citizen Welfare,National Social Assistance Programme,Yes,Yes,High,26-40,2026-01-28 16:08:06
USR001236,Sikkim,South Sikkim,Women Empowerment & Child Welfare,Working Women Hostel Scheme,No,No,High,60+,2026-01-20 09:44:25
USR001237,Himachal Pradesh,Kangra,Health & Public Health,Pradhan Mantri Jan Aushadhi Yojana,No,No,High,60+,2026-02-20 13:46:30
USR001238,Chhattisgarh,Janjgir-Champa,Education & Scholarships,National Overseas Scholarship,Yes,No,High,18-25,2025-09-07 11:18:39
USR001239,Haryana,Gurgaon,SC/ST/OBC Welfare,Credit Enhancement Scheme SC,No,No,Low,41-60,2025-12-08 11:00:57
USR001240,West Bengal,Murshidabad,Disability Support (Divyang Schemes),National Trust Niramaya,No,No,Low,26-40,2025-11-14 06:42:44
USR001241,Nagaland,Wokha,Health & Public Health,National Health Mission,Yes,No,Low,26-40,2025-12-02 08:31:44
USR001242,Uttarakhand,Dehradun,Health & Public Health,Mission Indradhanush,Yes,Yes,High,18-25,2025-04-08 22:38:22
USR001243,Rajasthan,Bikaner,Women Empowerment & Child Welfare,STEP Scheme,Yes,Yes,Low,18-25,2025-11-24 15:26:15
USR001244,Assam,Kamrup,Senior Citizen Welfare,Indira Gandhi National Old Age Pension,No,No,High,18-25,2026-01-02 00:58:18
USR001245,Gujarat,Junagadh,Disability Support (Divyang Schemes),ADIP Scheme,No,No,Middle,18-25,2025-09-05 23:32:54
USR001246,Andhra Pradesh,Kadapa,Agriculture & Allied Activities,Kisan Credit Card,Yes,Yes,Low,41-60,2025-11-20 22:07:51
USR001247,Rajasthan,Bikaner,Education & Scholarships,Post Matric Scholarship SC,Yes,No,Middle,60+,2025-08-01 14:22:13
USR001248,Tripura,Dhalai,SC/ST/OBC Welfare,NSFDC Loan Schemes,Yes,No,High,26-40,2025-06-24 16:48:21
USR001249,Bihar,Araria,Health & Public Health,Janani Suraksha Yojana,Yes,Yes,Low,60+,2025-07-30 03:15:47
USR001250,Punjab,Ludhiana,Disability Support (Divyang Schemes),Sahyogi Scheme,No,No,High,60+,2025-06-14 02:10:29
USR001251,West Bengal,Kolkata,Women Empowerment & Child Welfare,POSHAN Abhiyaan,No,No,High,41-60,2025-03-12 05:08:09
USR001252,Sikkim,West Sikkim,Education & Scholarships,Vidya Lakshmi Scheme,No,No,Middle,60+,2025-05-03 20:54:27
USR001253,Odisha,Sambalpur,Senior Citizen Welfare,Varishtha Pension Bima Yojana,Yes,Yes,High,41-60,2025-08-14 04:32:39
USR001254,Meghalaya,West Khasi Hills,Health & Public Health,Pradhan Mantri Jan Aushadhi Yojana,Yes,No,Low,26-40,2025-12-27 22:59:04
USR001255,Madhya Pradesh,Bhopal,Education & Scholarships,Vidya Lakshmi Scheme,No,No,High,41-60,2025-03-11 23:59:28
USR001256,Assam,Kamrup,Disability Support (Divyang Schemes),Samarth Scheme,No,No,High,26-40,2025-07-11 15:57:28
USR001257,West Bengal,Kolkata,Agriculture & Allied Activities,PM Kisan Maan Dhan Yojana,No,No,Middle,41-60,2025-04-25 04:57:16
USR001258,Manipur,Thoubal,SC/ST/OBC Welfare,Post Matric Scholarship OBC,Yes,Yes,Middle,41-60,2026-01-22 12:37:53
USR001259,Nagaland,Dimapur,Health & Public Health,Janani Suraksha Yojana,No,No,Middle,26-40,2026-02-14 22:58:49
USR001260,Rajasthan,Jodhpur,Senior Citizen Welfare,PM Vaya Vandana Yojana,Yes,Yes,High,18-25,2025-09-12 04:19:43
USR001261,Nagaland,Peren,Women Empowerment & Child Welfare,One Stop Centre Scheme,Yes,No,Low,18-25,2025-03-09 22:42:09
USR001262,West Bengal,Murshidabad,Education & Scholarships,Top Class Education Scheme,Yes,No,High,18-25,2025-09-05 00:17:14
USR001263,Haryana,Hisar,Senior Citizen Welfare,National Social Assistance Programme,Yes,No,High,18-25,2025-12-11 08:03:47
USR001264,Himachal Pradesh,Lahul,Agriculture & Allied Activities,PM-KISAN,No,No,Low,41-60,2025-07-24 13:06:05
USR001265,Nagaland,Wokha,Health & Public Health,Rashtriya Swasthya Bima Yojana,No,No,Low,18-25,2025-04-03 22:43:50
USR001266,West Bengal,Howrah,Education & Scholarships,SHREYAS Scheme,No,No,Low,26-40,2025-05-02 11:45:31
USR001267,Himachal Pradesh,Solan,Agriculture & Allied Activities,Soil Health Card Scheme,Yes,No,Low,26-40,2025-08-12 14:24:52
USR001268,Madhya Pradesh,Bhopal,Disability Support (Divyang Schemes),Sahyogi Scheme,Yes,No,Middle,18-25,2025-12-01 22:15:09
USR001269,Andhra Pradesh,Kadapa,Women Empowerment & Child Welfare,Pradhan Mantri Matru Vandana Yojana,Yes,Yes,Middle,18-25,2025-11-16 05:35:18
USR001270,Uttarakhand,Bageshwar,Women Empowerment & Child Welfare,STEP Scheme,No,No,High,60+,2025-06-25 21:48:24
USR001271,Assam,Kamrup,Disability Support (Divyang Schemes),National Trust Niramaya,No,No,Middle,41-60,2025-08-18 19:52:30
USR001272,Karnataka,Tumkur,Women Empowerment & Child Welfare,POSHAN Abhiyaan,Yes,Yes,High,18-25,2025-11-30 07:35:50
USR001273,Telangana,Nalgonda,Education & Scholarships,Post Matric Scholarship SC,No,No,Low,18-25,2025-07-10 06:51:15
USR001274,Maharashtra,Pune,Women Empowerment & Child Welfare,Working Women Hostel Scheme,Yes,No,Middle,41-60,2025-12-06 21:59:01
USR001275,Mizoram,Champhai,Disability Support (Divyang Schemes),Indira Gandhi Disability Pension,No,No,Middle,18-25,2025-10-27 07:07:42
USR001276,Chhattisgarh,Bastar,SC/ST/OBC Welfare,Post Matric Scholarship OBC,No,No,Low,26-40,2025-04-06 21:37:20
USR001277,Madhya Pradesh,Jabalpur,SC/ST/OBC Welfare,Free Coaching Scheme SC OBC,No,No,Middle,60+,2025-05-18 17:32:07
USR001278,Sikkim,West Sikkim,Women Empowerment & Child Welfare,STEP Scheme,No,No,Low,41-60,2025-08-01 18:02:05
USR001279,Jharkhand,Dhanbad,Agriculture & Allied Activities,Agriculture Infrastructure Fund,Yes,No,Low,41-60,2026-02-25 19:47:03
USR001280,Odisha,Bargarh,Disability Support (Divyang Schemes),National Trust Niramaya,Yes,Yes,High,18-25,2025-07-09 01:04:33
USR001281,Karnataka,Mysore,Agriculture & Allied Activities,Pradhan Mantri Fasal Bima Yojana,Yes,Yes,Middle,41-60,2025-04-21 11:14:49
USR001282,Sikkim,South Sikkim,Senior Citizen Welfare,Elderline Helpline,No,No,Low,26-40,2025-08-18 07:29:49
USR001283,Kerala,Kannur,Disability Support (Divyang Schemes),Sahyogi Scheme,No,No,Low,18-25,2025-05-16 19:02:12
USR001284,Odisha,Cuttack,Agriculture & Allied Activities,Pradhan Mantri Fasal Bima Yojana,Yes,Yes,High,41-60,2025-03-04 09:21:44
USR001285,Madhya Pradesh,Gwalior,Agriculture & Allied Activities,National Horticulture Mission,Yes,Yes,High,26-40,2026-02-08 03:53:40
USR001286,Jharkhand,Dhanbad,Women Empowerment & Child Welfare,Mahila Shakti Kendra,Yes,No,Low,60+,2025-05-08 17:40:26
USR001287,Rajasthan,Udaipur,Senior Citizen Welfare,National Social Assistance Programme,No,No,High,18-25,2025-05-02 01:56:32
USR001288,Jharkhand,Giridih,Senior Citizen Welfare,Elderline Helpline,No,No,High,18-25,2025-11-13 21:11:08
USR001289,Sikkim,South Sikkim,Women Empowerment & Child Welfare,One Stop Centre Scheme,No,No,Low,18-25,2025-11-11 11:16:19
USR001290,Tamil Nadu,Chennai,SC/ST/OBC Welfare,National Fellowship SC,No,No,Low,60+,2025-09-21 03:26:13
USR001291,Jharkhand,Dumka,Women Empowerment & Child Welfare,STEP Scheme,Yes,No,High,26-40,2025-03-30 15:33:47
USR001292,Punjab,Patiala,Health & Public Health,TB Elimination Programme,Yes,Yes,Middle,26-40,2025-11-15 17:22:48
USR001293,Tamil Nadu,Madurai,Women Empowerment & Child Welfare,STEP Scheme,Yes,No,Low,60+,2025-06-09 17:30:12
USR001294,Karnataka,Bangalore,Women Empowerment & Child Welfare,STEP Scheme,No,No,Low,26-40,2026-01-07 07:09:54
USR001295,Uttarakhand,Dehradun,SC/ST/OBC Welfare,Pre Matric Scholarship SC,No,No,Middle,41-60,2025-05-31 08:55:55
USR001296,Meghalaya,West Garo Hills,Agriculture & Allied Activities,PM Kisan Maan Dhan Yojana,Yes,Yes,Low,26-40,2026-02-03 18:21:29
USR001297,Mizoram,Champhai,Disability Support (Divyang Schemes),Vidyasagar Scheme,Yes,Yes,Middle,18-25,2025-11-16 07:00:42
USR001298,Nagaland,Wokha,Health & Public Health,eSanjeevani Telemedicine,Yes,No,Low,60+,2025-10-31 20:52:44
USR001299,Andhra Pradesh,Chittoor,Health & Public Health,Ayushman Bharat PM-JAY,No,No,Middle,41-60,2025-10-19 03:56:06
USR001300,Manipur,Bishnupur,Agriculture & Allied Activities,National Horticulture Mission,Yes,Yes,High,18-25,2025-03-22 19:27:26
USR001301,Tamil Nadu,Madurai,SC/ST/OBC Welfare,PM DAKSH Scheme,Yes,Yes,High,41-60,2025-07-23 16:26:59
USR001302,Gujarat,Vadodara,Disability Support (Divyang Schemes),Accessible India Campaign,Yes,Yes,High,26-40,2025-11-23 16:41:36
USR001303,Tripura,West Tripura,Senior Citizen Welfare,Rashtriya Vayoshri Yojana,Yes,Yes,Low,18-25,2026-01-14 06:54:53
USR001304,Andhra Pradesh,Kadapa,Agriculture & Allied Activities,PM Krishi Sinchai Yojana,No,No,High,18-25,2026-01-25 03:20:04
USR001305,Kerala,Kannur,Education & Scholarships,Top Class Education Scheme,Yes,Yes,High,26-40,2026-01-09 02:12:49
USR001306,Uttar Pradesh,Banaras,SC/ST/OBC Welfare,NSFDC Loan Schemes,No,No,Low,26-40,2025-07-26 17:56:45
USR001307,Tamil Nadu,Kancheepuram,Senior Citizen Welfare,Integrated Programme for Older Persons,Yes,No,Low,26-40,2025-07-03 06:00:22
USR001308,Tamil Nadu,Coimbatore,Disability Support (Divyang Schemes),Unique Disability ID UDID,No,No,Low,60+,2026-02-17 19:45:43
USR001309,Gujarat,Vadodara,Health & Public Health,Pradhan Mantri Jan Aushadhi Yojana,Yes,No,Low,18-25,2025-10-31 03:08:21
USR001310,Assam,Cachar,Education & Scholarships,National Means Cum Merit Scholarship,No,No,High,60+,2025-03-26 21:14:16
USR001311,West Bengal,Birbhum,Health & Public Health,Pradhan Mantri Jan Aushadhi Yojana,No,No,Low,60+,2025-09-21 17:55:21
USR001312,Nagaland,Kohima,SC/ST/OBC Welfare,Credit Enhancement Scheme SC,Yes,Yes,High,60+,2025-09-05 15:49:45
USR001313,Meghalaya,Cima,Women Empowerment & Child Welfare,Working Women Hostel Scheme,No,No,Middle,18-25,2025-04-30 18:41:16
USR001314,Meghalaya,East Garo Hills,Health & Public Health,National Digital Health Mission,Yes,No,High,18-25,2026-02-26 15:41:20
USR001315,Maharashtra,Kolhapur,Education & Scholarships,Mid Day Meal Scheme,Yes,Yes,Middle,60+,2025-07-01 11:07:42
USR001316,Tamil Nadu,Madurai,Education & Scholarships,Post Matric Scholarship SC,No,No,Middle,18-25,2025-04-02 17:39:57
USR001317,Bihar,East Champaran,Women Empowerment & Child Welfare,Pradhan Mantri Matru Vandana Yojana,No,No,Middle,41-60,2025-08-01 01:03:33
USR001318,Chhattisgarh,Rajnandgaon,SC/ST/OBC Welfare,Post Matric Scholarship OBC,Yes,Yes,High,41-60,2025-11-09 16:55:24
USR001319,Tamil Nadu,Kancheepuram,Agriculture & Allied Activities,National Horticulture Mission,No,No,High,60+,2025-04-21 14:03:35
USR001320,Bihar,West Champaran,SC/ST/OBC Welfare,Post Matric Scholarship OBC,No,No,Low,60+,2025-10-01 22:08:06
USR001321,Gujarat,Surat,Senior Citizen Welfare,Indira Gandhi National Old Age Pension,Yes,No,Middle,60+,2025-10-09 05:56:17
USR001322,Gujarat,Vadodara,Education & Scholarships,Top Class Education Scheme,No,No,Middle,41-60,2025-04-17 12:31:11
USR001323,Meghalaya,West Garo Hills,Senior Citizen Welfare,Annapurna Scheme,No,No,Low,41-60,2025-07-26 12:12:08
USR001324,Himachal Pradesh,Solan,Senior Citizen Welfare,PM Vaya Vandana Yojana,Yes,Yes,High,41-60,2025-07-14 14:33:54
USR001325,Andhra Pradesh,Nellore,Education & Scholarships,National Overseas Scholarship,No,No,High,60+,2025-10-08 23:32:15
USR001326,Telangana,Medchal,Health & Public Health,Pradhan Mantri Surakshit Matritva Abhiyan,Yes,Yes,Low,41-60,2025-08-02 10:30:08
USR001327,Tamil Nadu,Salem,SC/ST/OBC Welfare,Venture Capital Fund SC,Yes,Yes,Low,26-40,2026-01-01 01:53:26
USR001328,Bihar,Madhubani,Agriculture & Allied Activities,Paramparagat Krishi Vikas Yojana,Yes,Yes,Low,26-40,2025-12-01 00:09:58
USR001329,Karnataka,Tumkur,Agriculture & Allied Activities,PM Krishi Sinchai Yojana,Yes,Yes,Low,26-40,2025-05-06 11:27:53
USR001330,Mizoram,Kolasib,Senior Citizen Welfare,Senior Citizen Savings Scheme,Yes,No,Low,18-25,2025-09-17 10:10:15
USR001331,Maharashtra,Pune,Health & Public Health,National Digital Health Mission,Yes,Yes,Middle,18-25,2026-01-03 23:28:01
USR001332,West Bengal,Birbhum,Agriculture & Allied Activities,PM Krishi Sinchai Yojana,Yes,No,Low,60+,2025-07-22 09:28:39
USR001333,Andhra Pradesh,Visakhapatnam,Health & Public Health,Rashtriya Swasthya Bima Yojana,Yes,Yes,High,26-40,2025-10-20 22:13:20
USR001334,Kerala,Kottayam,Education & Scholarships,Top Class Education Scheme,Yes,Yes,High,60+,2025-10-21 04:12:54
USR001335,Odisha,Balasore,Women Empowerment & Child Welfare,Working Women Hostel Scheme,No,No,Low,26-40,2025-08-26 16:48:49
USR001336,Nagaland,Tuensang,Senior Citizen Welfare,Atal Pension Yojana,Yes,No,Low,26-40,2025-12-29 03:22:55
USR001337,West Bengal,Birbhum,Health & Public Health,Janani Suraksha Yojana,Yes,No,Low,18-25,2025-09-09 20:04:53
USR001338,Bihar,Araria,Women Empowerment & Child Welfare,Ujjawala Scheme,No,No,Low,60+,2025-10-16 23:00:15
USR001339,Gujarat,Surat,Education & Scholarships,Pre Matric Scholarship OBC,Yes,Yes,Low,60+,2025-09-27 03:40:56
USR001340,Punjab,Ferozepur,Agriculture & Allied Activities,Soil Health Card Scheme,Yes,Yes,Middle,60+,2025-11-22 14:22:20
USR001341,West Bengal,Birbhum,Senior Citizen Welfare,Integrated Programme for Older Persons,No,No,Low,60+,2025-07-23 22:58:16
USR001342,Uttarakhand,Pithoragarh,Agriculture & Allied Activities,e-NAM,Yes,Yes,Middle,18-25,2025-03-08 15:56:21
USR001343,Jharkhand,Godda,Women Empowerment & Child Welfare,STEP Scheme,Yes,Yes,Low,18-25,2025-05-27 17:11:09
USR001344,Jharkhand,Giridih,Health & Public Health,National Health Mission,Yes,Yes,Low,41-60,2025-04-23 21:46:10
USR001345,Manipur,Thoubal,Education & Scholarships,PM Research Fellowship,Yes,Yes,Low,18-25,2026-01-08 00:09:51
USR001346,Meghalaya,East Khasi Hills,Agriculture & Allied Activities,Paramparagat Krishi Vikas Yojana,No,No,High,60+,2025-07-08 07:34:55
USR001347,Rajasthan,Jodhpur,Senior Citizen Welfare,Varishtha Pension Bima Yojana,Yes,Yes,High,18-25,2025-10-11 05:22:31
USR001348,Kerala,Kozhikode,Women Empowerment & Child Welfare,One Stop Centre Scheme,No,No,Middle,60+,2025-09-15 00:39:38
USR001349,Telangana,Karimnagar,Agriculture & Allied Activities,Paramparagat Krishi Vikas Yojana,No,No,Middle,18-25,2025-12-07 00:01:39
USR001350,Rajasthan,Bikaner,Women Empowerment & Child Welfare,STEP Scheme,Yes,No,Low,41-60,2025-08-14 20:36:31
USR001351,Assam,Morigaon,Women Empowerment & Child Welfare,Beti Bachao Beti Padhao,No,No,High,26-40,2025-12-29 01:47:29
USR001352,Haryana,Gurgaon,Education & Scholarships,Pre Matric Scholarship OBC,No,No,High,18-25,2025-08-30 20:33:06
USR001353,Jharkhand,Giridih,Education & Scholarships,National Overseas Scholarship,Yes,Yes,Low,41-60,2025-08-02 00:02:47
USR001354,Himachal Pradesh,Mandi,Disability Support (Divyang Schemes),Vidyasagar Scheme,No,No,Low,18-25,2025-09-03 22:03:19
USR001355,Gujarat,Rajkot,Health & Public Health,eSanjeevani Telemedicine,Yes,Yes,Middle,41-60,2026-01-10 18:31:23
USR001356,Mizoram,Mamit,Disability Support (Divyang Schemes),Deendayal Disabled Rehabilitation Scheme,Yes,No,Middle,60+,2025-05-22 10:33:22
USR001357,Gujarat,Vadodara,Women Empowerment & Child Welfare,Anganwadi Services ICDS,Yes,Yes,High,60+,2026-01-01 18:19:05
USR001358,Karnataka,Hubli,Agriculture & Allied Activities,Kisan Credit Card,Yes,No,Middle,18-25,2025-03-21 22:46:54
USR001359,Jharkhand,Dhanbad,Agriculture & Allied Activities,PM Krishi Sinchai Yojana,Yes,No,Middle,41-60,2025-07-07 20:35:03
USR001360,Sikkim,North Sikkim,SC/ST/OBC Welfare,Post Matric Scholarship OBC,No,No,High,41-60,2026-01-18 17:08:04
USR001361,Punjab,Ludhiana,SC/ST/OBC Welfare,Venture Capital Fund SC,No,No,High,60+,2026-02-03 06:51:57
USR001362,Chhattisgarh,Durg,Agriculture & Allied Activities,Pradhan Mantri Fasal Bima Yojana,No,No,Low,18-25,2025-12-03 15:49:50
USR001363,Madhya Pradesh,Indore,Senior Citizen Welfare,PM Vaya Vandana Yojana,Yes,No,Middle,18-25,2025-12-03 03:56:52
USR001364,Andhra Pradesh,Chittoor,Education & Scholarships,Central Sector Scholarship Scheme,Yes,No,High,60+,2025-10-11 11:44:37
USR001365,Andhra Pradesh,Guntur,Senior Citizen Welfare,Senior Citizen Savings Scheme,Yes,Yes,Low,41-60,2025-07-30 14:06:52
USR001366,Meghalaya,East Garo Hills,Education & Scholarships,Central Sector Scholarship Scheme,No,No,High,60+,2026-02-17 11:02:01
USR001367,Chhattisgarh,Bilaspur,Education & Scholarships,Vidya Lakshmi Scheme,Yes,Yes,Low,26-40,2025-12-21 04:27:28
USR001368,West Bengal,Kolkata,Women Empowerment & Child Welfare,One Stop Centre Scheme,Yes,Yes,High,18-25,2026-01-06 19:12:31
USR001369,Telangana,Rangareddy,Health & Public Health,TB Elimination Programme,Yes,No,Middle,26-40,2025-09-20 17:38:33
USR001370,West Bengal,Darjeeling,Education & Scholarships,Central Sector Scholarship Scheme,Yes,No,Middle,60+,2025-08-22 06:19:13
USR001371,Bihar,Araria,Senior Citizen Welfare,Atal Pension Yojana,No,No,Low,26-40,2026-02-16 08:58:32
USR001372,Telangana,Rangareddy,Senior Citizen Welfare,Integrated Programme for Older Persons,No,No,High,26-40,2025-08-27 04:01:11
